DATE_READING,YEAR,MONTH,DAY,AREA_NUMBER,ELNINO,LANINA,TOTAL_CAPTURE
20090925,2009,9,25,1,0,0,0
20130518,2013,5,18,2,0,0,0
20100104,2010,1,4,3,1,0,0
20110611,2011,6,11,4,0,0,0
20110722,2011,7,22,1,0,0,0
20151020,2015,10,20,1,1,0,0
20180722,2018,7,22,1,0,0,0
20110817,2011,8,17,3,0,0,0
20060909,2006,9,9,3,0,0,0
20100412,2010,4,12,4,0,0,0
20120127,2012,1,27,1,0,1,0
20190409,2019,4,9,1,0,0,0
20150326,2015,3,26,2,0,0,0
20150330,2015,3,30,1,0,0,0
20111217,2011,12,17,4,0,1,0
20200724,2020,7,24,2,0,0,0
20140530,2014,5,30,1,0,0,0
20091023,2009,10,23,3,0,0,0
20140927,2014,9,27,2,0,0,0
20180910,2018,9,10,2,0,0,0
20200628,2020,6,28,1,0,0,0
20151003,2015,10,3,3,1,0,0
20070614,2007,6,14,4,0,0,0
20120715,2012,7,15,1,0,0,0
20080716,2008,7,16,2,0,0,0
20150130,2015,1,30,1,0,0,0
20091123,2009,11,23,1,1,0,0
20070930,2007,9,30,3,0,1,0
20060411,2006,4,11,4,0,0,0
20150131,2015,1,31,3,0,0,0
20160327,2016,3,27,2,1,0,0
20200118,2020,1,18,2,0,0,0
20120807,2012,8,7,4,0,0,0
20100826,2010,8,26,2,0,1,0
20200825,2020,8,25,4,0,0,0
20060210,2006,2,10,3,0,0,0
20181231,2018,12,31,1,0,0,0
20151230,2015,12,30,2,1,0,0
20120810,2012,8,10,2,0,0,0
20070510,2007,5,10,4,0,0,0
20111218,2011,12,18,1,0,1,0
20100723,2010,7,23,2,0,1,0
20140804,2014,8,4,2,0,0,0
20150309,2015,3,9,3,0,0,0
20121015,2012,10,15,2,0,0,0
20071210,2007,12,10,1,0,1,0
20130205,2013,2,5,4,0,0,0
20070228,2007,2,28,2,0,0,0
20140913,2014,9,13,2,0,0,0
20140118,2014,1,18,4,0,0,0
20161016,2016,10,16,4,0,0,0
20170526,2017,5,26,1,0,0,0
20190718,2019,7,18,2,0,0,0
20171025,2017,10,25,4,0,0,0
20080329,2008,3,29,2,0,0,0
20060412,2006,4,12,3,0,0,0
20130217,2013,2,17,3,0,0,0
20061107,2006,11,7,2,1,0,0
20191021,2019,10,21,2,0,0,0
20200311,2020,3,11,1,0,0,0
20141225,2014,12,25,3,0,0,0
20150112,2015,1,12,2,0,0,0
20141029,2014,10,29,1,0,0,0
20160312,2016,3,12,4,1,0,0
20191210,2019,12,10,1,0,0,0
20080910,2008,9,10,3,0,0,0
20091109,2009,11,9,3,1,0,0
20120529,2012,5,29,3,0,0,0
20190420,2019,4,20,2,0,0,0
20200829,2020,8,29,2,0,0,0
20151103,2015,11,3,2,1,0,0
20161103,2016,11,3,4,0,0,0
20190316,2019,3,16,1,0,0,0
20170216,2017,2,16,3,0,0,0
20190709,2019,7,9,2,0,0,0
20190508,2019,5,8,3,0,0,0
20180827,2018,8,27,2,0,0,0
20070322,2007,3,22,4,0,0,0
20170626,2017,6,26,1,0,0,0
20090816,2009,8,16,4,0,0,0
20090527,2009,5,27,1,0,0,0
20111014,2011,10,14,1,0,1,0
20140502,2014,5,2,3,0,0,2
20140219,2014,2,19,1,0,0,2
20151011,2015,10,11,4,1,0,0
20200408,2020,4,8,3,0,0,0
20190422,2019,4,22,3,0,0,0
20080112,2008,1,12,1,0,1,0
20120305,2012,3,5,2,0,0,0
20131229,2013,12,29,1,0,0,0
20101116,2010,11,16,3,0,1,0
20121226,2012,12,26,2,0,0,0
20061225,2006,12,25,3,1,0,0
20060905,2006,9,5,1,0,0,0
20090425,2009,4,25,1,0,0,1
20081102,2008,11,2,4,0,0,0
20071105,2007,11,5,2,0,1,0
20131227,2013,12,27,1,0,0,0
20080923,2008,9,23,1,0,0,0
20110312,2011,3,12,4,0,1,0
20100112,2010,1,12,2,1,0,0
20120404,2012,4,4,1,0,0,0
20190725,2019,7,25,2,0,0,0
20120530,2012,5,30,3,0,0,0
20070101,2007,1,1,3,1,0,0
20120914,2012,9,14,3,0,0,0
20080119,2008,1,19,1,0,1,0
20130608,2013,6,8,1,0,0,0
20200620,2020,6,20,3,0,0,0
20200103,2020,1,3,2,0,0,0
20060623,2006,6,23,3,0,0,0
20140503,2014,5,3,4,0,0,0
20161021,2016,10,21,2,0,0,0
20130820,2013,8,20,1,0,0,0
20150701,2015,7,1,2,1,0,0
20190923,2019,9,23,2,0,0,0
20141218,2014,12,18,4,0,0,0
20071127,2007,11,27,1,0,1,0
20150921,2015,9,21,1,1,0,0
20170418,2017,4,18,2,0,0,0
20080103,2008,1,3,2,0,1,0
20060520,2006,5,20,1,0,0,0
20130307,2013,3,7,2,0,0,0
20080813,2008,8,13,2,0,0,0
20160718,2016,7,18,2,0,0,0
20190620,2019,6,20,3,0,0,1
20110703,2011,7,3,4,0,0,0
20150630,2015,6,30,3,1,0,0
20120808,2012,8,8,3,0,0,0
20131115,2013,11,15,3,0,0,4
20160809,2016,8,9,3,0,0,0
20140715,2014,7,15,4,0,0,0
20180607,2018,6,7,2,0,0,0
20120426,2012,4,26,4,0,0,1
20180125,2018,1,25,3,0,1,0
20100205,2010,2,5,4,1,0,1
20120625,2012,6,25,3,0,0,0
20100821,2010,8,21,1,0,1,0
20151021,2015,10,21,3,1,0,0
20200406,2020,4,6,1,0,0,0
20200706,2020,7,6,2,0,0,0
20081014,2008,10,14,4,0,0,0
20140926,2014,9,26,4,0,0,0
20120225,2012,2,25,4,0,1,0
20200503,2020,5,3,2,0,0,0
20070427,2007,4,27,1,0,0,0
20110825,2011,8,25,3,0,0,0
20121010,2012,10,10,2,0,0,2
20141001,2014,10,1,1,0,0,0
20100531,2010,5,31,2,0,0,0
20150617,2015,6,17,4,1,0,0
20120114,2012,1,14,1,0,1,0
20080423,2008,4,23,2,0,0,0
20110920,2011,9,20,2,0,0,0
20060205,2006,2,5,4,0,0,0
20061225,2006,12,25,4,1,0,0
20120626,2012,6,26,4,0,0,0
20101120,2010,11,20,1,0,1,0
20160802,2016,8,2,2,0,0,0
20150205,2015,2,5,3,0,0,2
20120623,2012,6,23,1,0,0,0
20070508,2007,5,8,1,0,0,0
20160416,2016,4,16,1,0,0,0
20070415,2007,4,15,1,0,0,0
20090826,2009,8,26,3,0,0,0
20081101,2008,11,1,1,0,0,0
20131107,2013,11,7,4,0,0,1
20060129,2006,1,29,2,0,0,0
20131217,2013,12,17,2,0,0,0
20130615,2013,6,15,2,0,0,0
20180520,2018,5,20,3,0,0,0
20200125,2020,1,25,2,0,0,0
20090920,2009,9,20,3,0,0,0
20110811,2011,8,11,1,0,0,0
20111123,2011,11,23,4,0,1,0
20100427,2010,4,27,1,0,0,0
20170730,2017,7,30,3,0,0,0
20070507,2007,5,7,3,0,0,0
20190101,2019,1,1,1,0,0,0
20100731,2010,7,31,1,0,1,0
20061205,2006,12,5,3,1,0,0
20200218,2020,2,18,1,0,0,0
20090917,2009,9,17,4,0,0,0
20161207,2016,12,7,4,0,0,0
20150412,2015,4,12,2,0,0,0
20110429,2011,4,29,1,0,0,6
20180224,2018,2,24,3,0,1,0
20191205,2019,12,5,1,0,0,1
20180828,2018,8,28,1,0,0,0
20200619,2020,6,19,1,0,0,0
20141220,2014,12,20,2,0,0,0
20200828,2020,8,28,3,0,0,0
20140717,2014,7,17,4,0,0,0
20200310,2020,3,10,2,0,0,0
20190223,2019,2,23,3,0,0,0
20140118,2014,1,18,1,0,0,0
20160414,2016,4,14,1,0,0,0
20070920,2007,9,20,1,0,1,0
20171010,2017,10,10,1,0,0,0
20070317,2007,3,17,3,0,0,0
20100926,2010,9,26,3,0,1,0
20121222,2012,12,22,2,0,0,0
20110526,2011,5,26,3,0,0,0
20140907,2014,9,7,1,0,0,0
20140501,2014,5,1,3,0,0,0
20140511,2014,5,11,1,0,0,0
20060120,2006,1,20,2,0,0,0
20170404,2017,4,4,1,0,0,0
20130122,2013,1,22,4,0,0,0
20090308,2009,3,8,2,0,0,0
20200114,2020,1,14,2,0,0,0
20140128,2014,1,28,1,0,0,0
20110817,2011,8,17,2,0,0,0
20100818,2010,8,18,1,0,1,1
20090309,2009,3,9,4,0,0,0
20110808,2011,8,8,4,0,0,0
20181127,2018,11,27,1,0,0,0
20060724,2006,7,24,4,0,0,0
20190428,2019,4,28,1,0,0,0
20121004,2012,10,4,3,0,0,0
20121020,2012,10,20,1,0,0,0
20130426,2013,4,26,4,0,0,0
20141221,2014,12,21,4,0,0,1
20080619,2008,6,19,2,0,0,0
20140906,2014,9,6,2,0,0,0
20170325,2017,3,25,1,0,0,0
20140321,2014,3,21,1,0,0,0
20140217,2014,2,17,3,0,0,0
20190317,2019,3,17,1,0,0,0
20120827,2012,8,27,4,0,0,0
20190517,2019,5,17,2,0,0,0
20110506,2011,5,6,2,0,0,0
20090527,2009,5,27,2,0,0,0
20120124,2012,1,24,4,0,1,0
20170425,2017,4,25,4,0,0,0
20151121,2015,11,21,4,1,0,0
20151226,2015,12,26,3,1,0,0
20070708,2007,7,8,3,0,0,0
20060417,2006,4,17,1,0,0,0
20090530,2009,5,30,2,0,0,0
20110218,2011,2,18,4,0,1,0
20200731,2020,7,31,2,0,0,0
20121213,2012,12,13,3,0,0,0
20110308,2011,3,8,4,0,1,0
20120625,2012,6,25,1,0,0,0
20130304,2013,3,4,1,0,0,0
20100309,2010,3,9,4,1,0,0
20161121,2016,11,21,2,0,0,0
20191005,2019,10,5,2,0,0,0
20151112,2015,11,12,1,1,0,1
20100213,2010,2,13,2,1,0,0
20180610,2018,6,10,1,0,0,0
20171208,2017,12,8,3,0,1,2
20190726,2019,7,26,4,0,0,0
20110502,2011,5,2,2,0,0,0
20120418,2012,4,18,4,0,0,0
20101020,2010,10,20,1,0,1,0
20200624,2020,6,24,3,0,0,0
20080628,2008,6,28,4,0,0,0
20140216,2014,2,16,2,0,0,0
20120728,2012,7,28,4,0,0,0
20150114,2015,1,14,3,0,0,0
20100313,2010,3,13,2,1,0,0
20130313,2013,3,13,1,0,0,1
20100301,2010,3,1,3,1,0,0
20141008,2014,10,8,3,0,0,0
20090403,2009,4,3,3,0,0,1
20070416,2007,4,16,1,0,0,0
20160901,2016,9,1,3,0,0,0
20190516,2019,5,16,1,0,0,0
20110904,2011,9,4,4,0,0,0
20100505,2010,5,5,4,0,0,0
20150930,2015,9,30,4,1,0,0
20171115,2017,11,15,3,0,0,0
20111025,2011,10,25,1,0,1,0
20070812,2007,8,12,3,0,1,0
20180730,2018,7,30,4,0,0,0
20180805,2018,8,5,3,0,0,0
20080121,2008,1,21,1,0,1,0
20110702,2011,7,2,3,0,0,0
20070818,2007,8,18,1,0,1,1
20160710,2016,7,10,3,0,0,0
20100402,2010,4,2,4,0,0,0
20120311,2012,3,11,2,0,0,0
20060604,2006,6,4,1,0,0,0
20060203,2006,2,3,2,0,0,0
20081105,2008,11,5,4,0,0,0
20070409,2007,4,9,3,0,0,0
20120221,2012,2,21,1,0,1,1
20080505,2008,5,5,2,0,0,0
20090506,2009,5,6,3,0,0,0
20120503,2012,5,3,3,0,0,0
20061209,2006,12,9,3,1,0,0
20140926,2014,9,26,3,0,0,0
20100811,2010,8,11,3,0,1,0
20200116,2020,1,16,1,0,0,0
20180225,2018,2,25,4,0,1,0
20111002,2011,10,2,4,0,1,0
20071124,2007,11,24,2,0,1,0
20150717,2015,7,17,3,1,0,0
20180902,2018,9,2,2,0,0,0
20131208,2013,12,8,1,0,0,0
20110509,2011,5,9,2,0,0,0
20160504,2016,5,4,4,0,0,0
20121024,2012,10,24,2,0,0,0
20170411,2017,4,11,4,0,0,1
20181203,2018,12,3,2,0,0,0
20070309,2007,3,9,2,0,0,1
20090627,2009,6,27,1,0,0,0
20160715,2016,7,15,4,0,0,0
20060304,2006,3,4,3,0,0,0
20181102,2018,11,2,1,0,0,0
20160401,2016,4,1,1,0,0,0
20190917,2019,9,17,3,0,0,0
20070926,2007,9,26,4,0,1,0
20120328,2012,3,28,1,0,0,0
20190313,2019,3,13,4,0,0,0
20190602,2019,6,2,3,0,0,0
20181229,2018,12,29,4,0,0,0
20180718,2018,7,18,1,0,0,0
20100202,2010,2,2,1,1,0,0
20060328,2006,3,28,2,0,0,0
20180706,2018,7,6,3,0,0,0
20110702,2011,7,2,2,0,0,0
20100108,2010,1,8,4,1,0,0
20160619,2016,6,19,1,0,0,0
20200208,2020,2,8,2,0,0,0
20141018,2014,10,18,3,0,0,0
20140827,2014,8,27,4,0,0,0
20160801,2016,8,1,2,0,0,0
20171020,2017,10,20,1,0,0,0
20100116,2010,1,16,4,1,0,1
20200419,2020,4,19,4,0,0,0
20160428,2016,4,28,2,0,0,0
20110328,2011,3,28,2,0,1,0
20090829,2009,8,29,3,0,0,0
20200207,2020,2,7,2,0,0,0
20200329,2020,3,29,3,0,0,0
20130319,2013,3,19,4,0,0,0
20120323,2012,3,23,2,0,0,0
20200129,2020,1,29,1,0,0,0
20080926,2008,9,26,3,0,0,0
20071109,2007,11,9,2,0,1,0
20101230,2010,12,30,4,0,1,0
20060804,2006,8,4,1,0,0,0
20160203,2016,2,3,4,1,0,0
20060106,2006,1,6,3,0,0,0
20080216,2008,2,16,2,0,1,0
20120219,2012,2,19,4,0,1,0
20100924,2010,9,24,1,0,1,0
20070330,2007,3,30,1,0,0,0
20160125,2016,1,25,1,1,0,1
20180821,2018,8,21,2,0,0,0
20180502,2018,5,2,4,0,0,0
20151126,2015,11,26,1,1,0,0
20060120,2006,1,20,4,0,0,0
20200304,2020,3,4,3,0,0,0
20130717,2013,7,17,3,0,0,0
20100609,2010,6,9,4,0,0,0
20100616,2010,6,16,4,0,0,0
20120527,2012,5,27,1,0,0,0
20140307,2014,3,7,4,0,0,0
20090428,2009,4,28,1,0,0,0
20160328,2016,3,28,3,1,0,0
20070520,2007,5,20,1,0,0,0
20101130,2010,11,30,3,0,1,0
20090919,2009,9,19,3,0,0,0
20180705,2018,7,5,4,0,0,0
20200224,2020,2,24,1,0,0,0
20070404,2007,4,4,4,0,0,0
20160317,2016,3,17,3,1,0,1
20160824,2016,8,24,2,0,0,0
20090622,2009,6,22,4,0,0,0
20180124,2018,1,24,2,0,1,0
20200818,2020,8,18,3,0,0,0
20120729,2012,7,29,1,0,0,0
20100918,2010,9,18,4,0,1,0
20071128,2007,11,28,1,0,1,0
20060716,2006,7,16,3,0,0,0
20190907,2019,9,7,2,0,0,0
20081202,2008,12,2,2,0,1,0
20150721,2015,7,21,4,1,0,0
20100220,2010,2,20,1,1,0,0
20190527,2019,5,27,2,0,0,0
20111013,2011,10,13,2,0,1,1
20200124,2020,1,24,3,0,0,1
20120817,2012,8,17,2,0,0,0
20110501,2011,5,1,2,0,0,0
20200809,2020,8,9,1,0,0,0
20150915,2015,9,15,3,1,0,1
20130712,2013,7,12,1,0,0,0
20111125,2011,11,25,1,0,1,1
20150214,2015,2,14,3,0,0,0
20141016,2014,10,16,1,0,0,0
20180317,2018,3,17,3,0,0,0
20181121,2018,11,21,3,0,0,0
20200514,2020,5,14,1,0,0,0
20190916,2019,9,16,3,0,0,0
20160601,2016,6,1,1,0,0,0
20120208,2012,2,8,4,0,1,0
20130501,2013,5,1,4,0,0,0
20140401,2014,4,1,4,0,0,0
20070303,2007,3,3,4,0,0,0
20080530,2008,5,30,1,0,0,0
20090819,2009,8,19,4,0,0,0
20160708,2016,7,8,1,0,0,0
20080630,2008,6,30,1,0,0,0
20080620,2008,6,20,2,0,0,0
20110210,2011,2,10,2,0,1,0
20170317,2017,3,17,1,0,0,0
20100725,2010,7,25,1,0,1,0
20200602,2020,6,2,4,0,0,0
20171204,2017,12,4,2,0,1,0
20160316,2016,3,16,3,1,0,0
20130523,2013,5,23,2,0,0,0
20090512,2009,5,12,1,0,0,0
20150203,2015,2,3,4,0,0,0
20081009,2008,10,9,2,0,0,0
20200330,2020,3,30,2,0,0,0
20191213,2019,12,13,2,0,0,1
20100716,2010,7,16,4,0,1,0
20121022,2012,10,22,2,0,0,0
20130416,2013,4,16,4,0,0,0
20160426,2016,4,26,4,0,0,0
20121103,2012,11,3,2,0,0,0
20181119,2018,11,19,3,0,0,0
20170331,2017,3,31,4,0,0,0
20131129,2013,11,29,3,0,0,0
20101003,2010,10,3,1,0,1,0
20130803,2013,8,3,2,0,0,0
20091103,2009,11,3,1,1,0,0
20090209,2009,2,9,1,1,0,0
20151029,2015,10,29,2,1,0,1
20180125,2018,1,25,4,0,1,0
20080927,2008,9,27,4,0,0,0
20090501,2009,5,1,1,0,0,0
20171204,2017,12,4,3,0,1,0
20191021,2019,10,21,3,0,0,0
20200808,2020,8,8,4,0,0,0
20130605,2013,6,5,2,0,0,0
20161223,2016,12,23,3,0,0,0
20060611,2006,6,11,3,0,0,0
20110307,2011,3,7,2,0,1,0
20080229,2008,2,29,3,0,1,0
20080206,2008,2,6,2,0,1,0
20060607,2006,6,7,2,0,0,0
20200305,2020,3,5,4,0,0,0
20200420,2020,4,20,4,0,0,0
20090328,2009,3,28,3,0,0,0
20110608,2011,6,8,1,0,0,0
20150623,2015,6,23,2,1,0,0
20091002,2009,10,2,1,0,0,0
20190122,2019,1,22,2,0,0,0
20150516,2015,5,16,4,1,0,0
20090107,2009,1,7,2,1,0,0
20191209,2019,12,9,1,0,0,0
20090214,2009,2,14,1,1,0,0
20080518,2008,5,18,4,0,0,0
20080422,2008,4,22,4,0,0,0
20170424,2017,4,24,3,0,0,0
20100603,2010,6,3,4,0,0,0
20170809,2017,8,9,3,0,0,0
20171209,2017,12,9,2,0,1,0
20120405,2012,4,5,4,0,0,0
20190123,2019,1,23,4,0,0,0
20130912,2013,9,12,4,0,0,0
20121019,2012,10,19,3,0,0,0
20090420,2009,4,20,1,0,0,0
20110818,2011,8,18,3,0,0,0
20080905,2008,9,5,4,0,0,1
20121218,2012,12,18,3,0,0,0
20061004,2006,10,4,3,1,0,0
20120108,2012,1,8,4,0,1,0
20090812,2009,8,12,1,0,0,0
20170813,2017,8,13,4,0,0,0
20180526,2018,5,26,1,0,0,0
20100422,2010,4,22,4,0,0,0
20170401,2017,4,1,4,0,0,0
20130224,2013,2,24,1,0,0,0
20090302,2009,3,2,2,0,0,1
20180115,2018,1,15,1,0,1,0
20180629,2018,6,29,4,0,0,0
20090217,2009,2,17,4,1,0,0
20130314,2013,3,14,1,0,0,0
20080905,2008,9,5,2,0,0,0
20080312,2008,3,12,2,0,0,0
20120228,2012,2,28,1,0,1,0
20070504,2007,5,4,4,0,0,0
20170919,2017,9,19,3,0,0,0
20100124,2010,1,24,1,1,0,0
20091014,2009,10,14,4,0,0,0
20110425,2011,4,25,1,0,0,0
20081120,2008,11,20,3,0,0,0
20081009,2008,10,9,1,0,0,0
20080217,2008,2,17,2,0,1,0
20130220,2013,2,20,1,0,0,0
20080806,2008,8,6,3,0,0,0
20110702,2011,7,2,1,0,0,0
20130625,2013,6,25,4,0,0,0
20190131,2019,1,31,2,0,0,0
20190327,2019,3,27,1,0,0,0
20190815,2019,8,15,3,0,0,2
20200406,2020,4,6,3,0,0,0
20180308,2018,3,8,3,0,0,1
20090226,2009,2,26,2,1,0,0
20101121,2010,11,21,1,0,1,0
20131001,2013,10,1,1,0,0,0
20091029,2009,10,29,3,0,0,0
20120501,2012,5,1,3,0,0,0
20111129,2011,11,29,2,0,1,0
20190829,2019,8,29,3,0,0,0
20080720,2008,7,20,3,0,0,0
20120319,2012,3,19,1,0,0,0
20150711,2015,7,11,3,1,0,0
20061110,2006,11,10,4,1,0,0
20140904,2014,9,4,3,0,0,1
20200611,2020,6,11,2,0,0,0
20100630,2010,6,30,1,0,0,0
20181003,2018,10,3,2,0,0,1
20150831,2015,8,31,2,1,0,0
20200803,2020,8,3,2,0,0,0
20090307,2009,3,7,4,0,0,0
20091219,2009,12,19,4,1,0,0
20101105,2010,11,5,3,0,1,0
20130817,2013,8,17,3,0,0,0
20060416,2006,4,16,1,0,0,0
20151217,2015,12,17,1,1,0,0
20130512,2013,5,12,4,0,0,0
20200816,2020,8,16,4,0,0,0
20080421,2008,4,21,2,0,0,0
20110105,2011,1,5,4,0,1,0
20161014,2016,10,14,4,0,0,0
20170527,2017,5,27,2,0,0,0
20120626,2012,6,26,3,0,0,0
20140213,2014,2,13,1,0,0,0
20170410,2017,4,10,2,0,0,1
20140619,2014,6,19,3,0,0,0
20090131,2009,1,31,2,1,0,0
20100306,2010,3,6,4,1,0,0
20121007,2012,10,7,4,0,0,0
20190106,2019,1,6,4,0,0,0
20131121,2013,11,21,1,0,0,0
20200529,2020,5,29,1,0,0,0
20111125,2011,11,25,4,0,1,0
20160901,2016,9,1,1,0,0,0
20080628,2008,6,28,2,0,0,0
20140904,2014,9,4,4,0,0,0
20140304,2014,3,4,3,0,0,0
20140521,2014,5,21,2,0,0,0
20130601,2013,6,1,4,0,0,0
20130111,2013,1,11,3,0,0,0
20130412,2013,4,12,4,0,0,0
20071007,2007,10,7,1,0,1,0
20190608,2019,6,8,2,0,0,0
20180219,2018,2,19,3,0,1,0
20180107,2018,1,7,1,0,1,0
20180907,2018,9,7,1,0,0,0
20170222,2017,2,22,2,0,0,1
20141105,2014,11,5,1,0,0,0
20090406,2009,4,6,1,0,0,0
20160622,2016,6,22,4,0,0,2
20080617,2008,6,17,3,0,0,0
20170811,2017,8,11,2,0,0,0
20060330,2006,3,30,2,0,0,0
20161123,2016,11,23,4,0,0,0
20180213,2018,2,13,3,0,1,0
20081028,2008,10,28,1,0,0,0
20070123,2007,1,23,1,1,0,0
20120421,2012,4,21,3,0,0,0
20180604,2018,6,4,4,0,0,0
20070725,2007,7,25,1,0,0,0
20080920,2008,9,20,3,0,0,0
20090124,2009,1,24,4,1,0,0
20110414,2011,4,14,3,0,0,0
20080827,2008,8,27,1,0,0,0
20091101,2009,11,1,4,1,0,0
20160821,2016,8,21,4,0,0,0
20200401,2020,4,1,1,0,0,0
20121231,2012,12,31,3,0,0,0
20141012,2014,10,12,4,0,0,0
20140527,2014,5,27,1,0,0,0
20080126,2008,1,26,2,0,1,0
20110325,2011,3,25,1,0,1,0
20130422,2013,4,22,3,0,0,0
20110621,2011,6,21,3,0,0,0
20060528,2006,5,28,4,0,0,0
20160128,2016,1,28,3,1,0,0
20121114,2012,11,14,1,0,0,0
20140323,2014,3,23,4,0,0,0
20160928,2016,9,28,2,0,0,0
20171222,2017,12,22,4,0,1,0
20200224,2020,2,24,4,0,0,0
20100413,2010,4,13,3,0,0,0
20190118,2019,1,18,1,0,0,0
20191128,2019,11,28,4,0,0,0
20110315,2011,3,15,2,0,1,0
20170925,2017,9,25,1,0,0,0
20080502,2008,5,2,4,0,0,0
20200717,2020,7,17,1,0,0,0
20150713,2015,7,13,4,1,0,0
20171227,2017,12,27,3,0,1,0
20130419,2013,4,19,2,0,0,0
20100704,2010,7,4,4,0,1,0
20060113,2006,1,13,2,0,0,0
20140923,2014,9,23,1,0,0,0
20151225,2015,12,25,2,1,0,0
20060707,2006,7,7,3,0,0,0
20071116,2007,11,16,4,0,1,0
20090203,2009,2,3,2,1,0,0
20160621,2016,6,21,1,0,0,0
20181025,2018,10,25,2,0,0,0
20120219,2012,2,19,3,0,1,0
20151023,2015,10,23,1,1,0,0
20171118,2017,11,18,3,0,0,0
20100829,2010,8,29,4,0,1,0
20170630,2017,6,30,1,0,0,0
20130305,2013,3,5,3,0,0,0
20170702,2017,7,2,1,0,0,0
20080724,2008,7,24,3,0,0,0
20200716,2020,7,16,4,0,0,0
20110820,2011,8,20,1,0,0,0
20060325,2006,3,25,1,0,0,0
20070730,2007,7,30,2,0,0,0
20100701,2010,7,1,2,0,1,0
20071210,2007,12,10,4,0,1,0
20170614,2017,6,14,2,0,0,0
20170717,2017,7,17,1,0,0,0
20130301,2013,3,1,1,0,0,0
20161101,2016,11,1,2,0,0,0
20100727,2010,7,27,4,0,1,0
20130615,2013,6,15,1,0,0,0
20090310,2009,3,10,2,0,0,0
20070725,2007,7,25,3,0,0,0
20171204,2017,12,4,1,0,1,0
20110814,2011,8,14,2,0,0,0
20131119,2013,11,19,4,0,0,0
20091120,2009,11,20,4,1,0,0
20110104,2011,1,4,2,0,1,0
20130923,2013,9,23,2,0,0,0
20190118,2019,1,18,2,0,0,0
20200525,2020,5,25,3,0,0,0
20140514,2014,5,14,4,0,0,1
20110624,2011,6,24,3,0,0,0
20171213,2017,12,13,1,0,1,0
20110127,2011,1,27,1,0,1,0
20140918,2014,9,18,4,0,0,0
20110823,2011,8,23,3,0,0,0
20150208,2015,2,8,1,0,0,0
20131212,2013,12,12,1,0,0,0
20131024,2013,10,24,4,0,0,0
20161217,2016,12,17,2,0,0,0
20181113,2018,11,13,4,0,0,0
20130405,2013,4,5,3,0,0,1
20200301,2020,3,1,3,0,0,0
20110515,2011,5,15,3,0,0,0
20140510,2014,5,10,1,0,0,0
20060501,2006,5,1,3,0,0,0
20150601,2015,6,1,3,1,0,0
20140912,2014,9,12,3,0,0,2
20190911,2019,9,11,1,0,0,0
20200515,2020,5,15,2,0,0,0
20080520,2008,5,20,1,0,0,0
20190722,2019,7,22,2,0,0,0
20140813,2014,8,13,3,0,0,0
20140618,2014,6,18,3,0,0,0
20140217,2014,2,17,2,0,0,0
20070321,2007,3,21,1,0,0,0
20160813,2016,8,13,2,0,0,0
20071223,2007,12,23,1,0,1,0
20131007,2013,10,7,2,0,0,0
20150430,2015,4,30,2,0,0,0
20080303,2008,3,3,2,0,0,0
20150730,2015,7,30,2,1,0,0
20190920,2019,9,20,3,0,0,0
20130117,2013,1,17,1,0,0,0
20160213,2016,2,13,4,1,0,0
20200714,2020,7,14,1,0,0,0
20141105,2014,11,5,4,0,0,1
20070531,2007,5,31,3,0,0,0
20200308,2020,3,8,4,0,0,0
20180410,2018,4,10,1,0,0,0
20060513,2006,5,13,4,0,0,0
20130813,2013,8,13,2,0,0,0
20170701,2017,7,1,1,0,0,0
20191113,2019,11,13,3,0,0,0
20080429,2008,4,29,2,0,0,0
20070517,2007,5,17,4,0,0,0
20061013,2006,10,13,2,1,0,0
20170129,2017,1,29,4,0,0,0
20110212,2011,2,12,1,0,1,0
20090726,2009,7,26,1,0,0,0
20160921,2016,9,21,2,0,0,0
20140129,2014,1,29,4,0,0,0
20090907,2009,9,7,4,0,0,0
20161111,2016,11,11,2,0,0,0
20071023,2007,10,23,2,0,1,0
20090703,2009,7,3,4,0,0,0
20141203,2014,12,3,1,0,0,0
20101003,2010,10,3,3,0,1,0
20140426,2014,4,26,1,0,0,0
20110317,2011,3,17,3,0,1,0
20151003,2015,10,3,4,1,0,0
20170821,2017,8,21,4,0,0,0
20110825,2011,8,25,4,0,0,0
20190216,2019,2,16,2,0,0,0
20110211,2011,2,11,4,0,1,0
20090811,2009,8,11,3,0,0,0
20091201,2009,12,1,2,1,0,0
20120703,2012,7,3,4,0,0,0
20090605,2009,6,5,4,0,0,0
20071230,2007,12,30,2,0,1,0
20081231,2008,12,31,3,0,1,0
20170829,2017,8,29,1,0,0,0
20110824,2011,8,24,4,0,0,0
20090915,2009,9,15,1,0,0,0
20160813,2016,8,13,1,0,0,0
20101014,2010,10,14,1,0,1,0
20120529,2012,5,29,4,0,0,0
20140622,2014,6,22,3,0,0,0
20060610,2006,6,10,3,0,0,0
20161001,2016,10,1,1,0,0,0
20181227,2018,12,27,4,0,0,0
20130907,2013,9,7,4,0,0,0
20200501,2020,5,1,3,0,0,1
20190720,2019,7,20,2,0,0,0
20190219,2019,2,19,3,0,0,0
20151015,2015,10,15,4,1,0,0
20100316,2010,3,16,1,1,0,0
20191120,2019,11,20,2,0,0,1
20140817,2014,8,17,1,0,0,0
20140822,2014,8,22,1,0,0,0
20110730,2011,7,30,2,0,0,0
20141014,2014,10,14,1,0,0,1
